dist_code,month,sector,investment in cr,number_of_employees
23_3,01-Mar-20,Granite and Stone Crushing,0.91,10
17_3,01-Mar-20,Agro based incl Cold Storages,0.28,10
22_2,01-Mar-20,Engineering,0.5,10
15_2,01-Apr-20,Paper and Printing,0.45,10
22_1,01-Apr-20,Agro based incl Cold Storages,0.64,10
15_2,01-Apr-20,Plastic and Rubber,0.49,10
23_3,01-Apr-20,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",2,10
20_3,01-Apr-20,Engineering,0.18,10
17_2,01-Apr-20,Food Processing,2.14,10
23_1,01-Apr-20,Granite and Stone Crushing,0.25,10
17_1,01-Apr-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.4,10
20_1,01-May-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.16,10
21_2,01-May-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.06,10
17_2,01-May-20,Food Processing,1.02,10
19_2,01-Jun-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,10
23_1,01-Jun-20,Textiles,4.17,10
22_2,01-Jun-20,Agro based incl Cold Storages,0.37,10
23_1,01-Jun-20,Granite and Stone Crushing,4,10
20_4,01-Jun-20,Food Processing,0.75,10
18_1,01-Jun-20,Granite and Stone Crushing,0.9,10
17_3,01-Jun-20,Pharmaceuticals and Chemicals,1.31,10
18_1,01-Jun-20,Plastic and Rubber,1.6,10
21_5,01-Jun-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,10
21_5,01-Jun-20,Granite and Stone Crushing,0.16,10
20_2,01-Jun-20,Engineering,0.17,10
20_2,01-Jun-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,10
17_2,01-Jun-20,Engineering,0.48,10
20_1,01-Jun-20,Food Processing,0.13,10
23_2,01-Jun-20,Food Processing,3.63,10
21_5,01-Jul-20,Agro based incl Cold Storages,0.22,10
19_2,01-Jul-20,Granite and Stone Crushing,0.19,10
14_1,01-Jul-20,Paper and Printing,0.25,10
20_1,01-Jul-20,Engineering,0.18,10
23_1,01-Jul-20,Textiles,0.25,10
15_2,01-Jul-20,R&D,2,10
14_1,01-Aug-20,Agro based incl Cold Storages,2.28,10
23_2,01-Aug-20,Granite and Stone Crushing,0.46,10
21_2,01-Aug-20,Agro based incl Cold Storages,0.38,10
20_1,01-Aug-20,Engineering,0.23,10
20_3,01-Aug-20,Wood and Leather,0.15,10
19_4,01-Aug-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.17,10
19_3,01-Aug-20,Electrical and Electronic Products,0.1,10
21_6,01-Aug-20,Food Processing,0.01,10
15_2,01-Sep-20,R&D,1.2,10
20_3,01-Sep-20,Paper and Printing,0.16,10
21_2,01-Sep-20,Plastic and Rubber,0.25,10
20_1,01-Sep-20,Wood and Leather,0.11,10
21_5,01-Sep-20,Granite and Stone Crushing,1.52,10
20_4,01-Sep-20,Agro based incl Cold Storages,0.2,10
21_3,01-Sep-20,Agro based incl Cold Storages,0.2,10
20_2,01-Sep-20,Beverages,0.15,10
19_4,01-Sep-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.17,10
21_5,01-Oct-20,Solar and Other Renewable Energy,0.77,10
15_1,01-Oct-20,Engineering,0.61,10
17_1,01-Oct-20,Others,0.5,10
14_2,01-Oct-20,Others,0.96,10
14_1,01-Oct-20,Food Processing,0.48,10
14_4,01-Oct-20,Food Processing,0.01,10
22_2,01-Oct-20,Granite and Stone Crushing,0.96,10
21_6,01-Nov-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.22,10
22_1,01-Nov-20,Pharmaceuticals and Chemicals,0.41,10
20_4,01-Nov-20,Agro based incl Cold Storages,0.4,10
20_4,01-Nov-20,Granite and Stone Crushing,0.24,10
23_2,01-Nov-20,Automobile,0.21,10
23_2,01-Nov-20,Engineering,0.31,10
20_2,01-Nov-20,Engineering,0.22,10
21_5,01-Nov-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,10
20_3,01-Nov-20,Wood and Leather,0.24,10
23_3,01-Dec-20,Granite and Stone Crushing,0.87,10
23_1,01-Dec-20,Agro based incl Cold Storages,0.44,10
17_2,01-Dec-20,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.2,10
22_1,01-Dec-20,Food Processing,0.64,10
15_2,01-Dec-20,Others,2.44,10
20_1,01-Dec-20,Plastic and Rubber,0.25,10
23_2,01-Dec-20,Engineering,0.28,10
20_4,01-Dec-20,Beverages,0.26,10
20_4,01-Dec-20,Granite and Stone Crushing,0.24,10
23_2,01-Jan-21,Textiles,0.25,10
17_2,01-Jan-21,Plastic and Rubber,0.86,10
23_3,01-Jan-21,Electrical and Electronic Products,0.96,10
14_1,01-Jan-21,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1.8,10
19_4,01-Jan-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.18,10
14_4,01-Jan-21,Plastic and Rubber,0.31,10
16_1,01-Jan-21,Pharmaceuticals and Chemicals,0.15,10
15_1,01-Jan-21,R&D,1.2,10
21_7,01-Jan-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.13,10
15_2,01-Feb-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,10
21_3,01-Feb-21,Food Processing,0.24,10
18_1,01-Feb-21,Agro based incl Cold Storages,0.48,10
23_1,01-Feb-21,Granite and Stone Crushing,0.3,10
15_1,01-Feb-21,Paper and Printing,8,10
23_3,01-Feb-21,Food Processing,0.25,10
14_4,01-Feb-21,Granite and Stone Crushing,0.25,10
15_2,01-Feb-21,Wood and Leather,0.25,10
19_3,01-Mar-21,Textiles,0.17,10
22_2,01-Mar-21,Granite and Stone Crushing,1.13,10
15_3,01-Mar-21,Wood and Leather,0.12,10
14_4,01-Mar-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.73,10
21_2,01-Mar-21,Engineering,2.05,10
14_3,01-Apr-21,Food Processing,1.11,10
17_2,01-Apr-21,Beverages,0.7,10
21_5,01-Apr-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,10
21_6,01-Apr-21,Agro based incl Cold Storages,0.22,10
20_3,01-Apr-21,Textiles,0.2,10
20_3,01-Apr-21,Granite and Stone Crushing,0.25,10
21_7,01-Apr-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.17,10
20_4,01-Apr-21,Agro based incl Cold Storages,0.25,10
22_1,01-Apr-21,Engineering,0.38,10
18_2,01-Apr-21,Food Processing,1.4,10
14_2,01-Apr-21,Textiles,1.25,10
23_2,01-Apr-21,Food Processing,0.32,10
17_2,01-May-21,Plastic and Rubber,0.25,10
19_3,01-May-21,Plastic and Rubber,0.8,10
20_1,01-May-21,Food Processing,0.25,10
14_5,01-May-21,Food Processing,0.67,10
17_2,01-Jun-21,"Real Estate,Industrial Parks and IT Buildings",0.75,10
17_2,01-Jun-21,R&D,0.25,10
17_3,01-Jun-21,R&D,5,10
15_2,01-Jun-21,R&D,1.08,10
15_1,01-Jun-21,Others,0.2,10
18_1,01-Jun-21,Engineering,0.15,10
15_1,01-Jun-21,Agro based incl Cold Storages,1.02,10
20_2,01-Jun-21,Granite and Stone Crushing,0.25,10
23_1,01-Jul-21,Plastic and Rubber,0.49,10
20_3,01-Jul-21,Engineering,0.34,10
15_1,01-Jul-21,Agro based incl Cold Storages,6.02,10
15_1,01-Jul-21,Automobile,4.59,10
18_1,01-Jul-21,Paper and Printing,0.22,10
19_2,01-Jul-21,Food Processing,0.86,10
18_2,01-Jul-21,Food Processing,0.17,10
17_2,01-Jul-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.4,10
23_3,01-Jul-21,Others,1.52,10
22_2,01-Aug-21,Plastic and Rubber,0.28,10
15_2,01-Aug-21,Paper and Printing,0.1,10
19_3,01-Aug-21,Food Processing,1.33,10
14_5,01-Aug-21,Food Processing,0.97,10
14_1,01-Aug-21,Food Processing,3.74,10
21_5,01-Aug-21,Granite and Stone Crushing,2.94,10
18_1,01-Aug-21,Engineering,0.71,10
14_4,01-Aug-21,Food Processing,0.78,10
21_3,01-Sep-21,Agro based incl Cold Storages,0.49,10
21_1,01-Sep-21,Agro based incl Cold Storages,0.48,10
21_1,01-Sep-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.67,10
21_1,01-Sep-21,Plastic and Rubber,2.82,10
14_4,01-Sep-21,Food Processing,0.87,10
20_2,01-Sep-21,Engineering,0.45,10
19_1,01-Sep-21,Wood and Leather,0.13,10
21_2,01-Sep-21,Pharmaceuticals and Chemicals,0.08,10
23_3,01-Sep-21,Others,0.73,10
15_3,01-Sep-21,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.07,10
21_2,01-Sep-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.19,10
17_1,01-Sep-21,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.34,10
21_6,01-Sep-21,Food Processing,1.65,10
22_1,01-Sep-21,Paper and Printing,0.51,10
19_3,01-Oct-21,Food Processing,0.15,10
22_1,01-Oct-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.29,10
19_3,01-Oct-21,Plastic and Rubber,0.25,10
15_2,01-Oct-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,10
18_2,01-Oct-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.02,10
20_2,01-Oct-21,Granite and Stone Crushing,0.25,10
14_2,01-Oct-21,Food Processing,0.12,10
14_3,01-Oct-21,Pharmaceuticals and Chemicals,0,10
21_5,01-Oct-21,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.09,10
19_4,01-Nov-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.18,10
21_6,01-Nov-21,Food Processing,0.48,10
18_1,01-Nov-21,Pharmaceuticals and Chemicals,1.2,10
14_4,01-Nov-21,Agro based incl Cold Storages,1,10
14_2,01-Nov-21,Plastic and Rubber,0.46,10
17_2,01-Nov-21,Agro based incl Cold Storages,0.25,10
18_2,01-Nov-21,Pharmaceuticals and Chemicals,0.12,10
14_1,01-Nov-21,Plastic and Rubber,0.59,10
23_1,01-Nov-21,Plastic and Rubber,0.5,10
17_2,01-Nov-21,R&D,0.25,10
21_5,01-Nov-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.18,10
15_1,01-Nov-21,R&D,0.8,10
19_1,01-Nov-21,Granite and Stone Crushing,0.85,10
20_1,01-Nov-21,Wood and Leather,0.35,10
23_3,01-Nov-21,Electrical and Electronic Products,0.41,10
20_1,01-Nov-21,Engineering,0.16,10
21_1,01-Dec-21,Granite and Stone Crushing,1.07,10
14_1,01-Dec-21,Food Processing,0.81,10
20_1,01-Dec-21,Wood and Leather,0.23,10
21_2,01-Dec-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.11,10
14_2,01-Dec-21,Engineering,0.72,10
17_2,01-Dec-21,Food Processing,1.4,10
18_1,01-Dec-21,Engineering,0.18,10
23_1,01-Dec-21,Plastic and Rubber,0.5,10
23_3,01-Dec-21,Plastic and Rubber,1.11,10
19_4,01-Dec-21,Engineering,0.76,10
21_6,01-Dec-21,Others,0.55,10
21_6,01-Dec-21,Food Processing,0.76,10
15_1,01-Dec-21,Agro based incl Cold Storages,4.36,10
15_2,01-Jan-22,Electrical and Electronic Products,1.4,10
15_2,01-Jan-22,Granite and Stone Crushing,30,10
15_2,01-Jan-22,R&D,0.75,10
17_2,01-Jan-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.6,10
19_4,01-Jan-22,Pharmaceuticals and Chemicals,3,10
23_2,01-Feb-22,Engineering,0.36,10
22_1,01-Feb-22,Wood and Leather,0.51,10
17_3,01-Feb-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,10
20_1,01-Feb-22,Engineering,0.47,10
20_2,01-Feb-22,Engineering,0.55,10
15_3,01-Feb-22,Others,0.25,10
18_2,01-Feb-22,Agro based incl Cold Storages,3.9,10
22_1,01-Feb-22,Engineering,1.8,10
14_1,01-Feb-22,Granite and Stone Crushing,0.25,10
15_2,01-Feb-22,Electrical and Electronic Products,0.25,10
19_4,01-Mar-22,Engineering,1.51,10
19_4,01-Mar-22,Electrical and Electronic Products,0.16,10
23_2,01-Mar-22,Agro based incl Cold Storages,0.99,10
19_4,01-Mar-22,Food Processing,0.25,10
20_1,01-Mar-22,"Real Estate,Industrial Parks and IT Buildings",0.23,10
21_1,01-Mar-22,Granite and Stone Crushing,0.75,10
17_2,01-Mar-22,Others,0.95,10
14_3,01-Mar-22,Solar and Other Renewable Energy,73.18,10
20_1,01-Mar-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.33,10
23_3,01-Mar-22,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",3.99,10
23_1,01-Mar-22,Agro based incl Cold Storages,0.99,10
23_1,01-Mar-22,Food Processing,0.44,10
19_2,01-Mar-22,Agro based incl Cold Storages,0.2,10
20_3,01-Mar-22,Granite and Stone Crushing,0.25,10
14_5,01-Mar-22,Pharmaceuticals and Chemicals,0.46,10
14_2,01-Mar-22,Food Processing,0.62,10
22_2,01-Mar-22,Wood and Leather,0.22,10
19_1,01-Mar-22,Granite and Stone Crushing,0.11,10
15_2,01-Mar-22,Granite and Stone Crushing,2.5,10
22_2,01-Apr-22,Beverages,0.24,10
15_3,01-Apr-22,Others,0.95,10
19_3,01-Apr-22,Others,0.24,10
17_2,01-Apr-22,Automobile,2,10
19_4,01-Apr-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,10
18_2,01-Apr-22,Granite and Stone Crushing,0.2,10
15_2,01-Apr-22,Electrical and Electronic Products,0.69,10
19_2,01-May-22,Food Processing,0.13,10
15_2,01-May-22,Wood and Leather,0.25,10
15_2,01-May-22,Electrical and Electronic Products,0.25,10
14_1,01-May-22,Others,8.08,10
23_2,01-May-22,Others,0.3,10
23_2,01-May-22,Granite and Stone Crushing,0.25,10
20_1,01-May-22,Food Processing,0.3,10
14_4,01-May-22,Agro based incl Cold Storages,0.4,10
21_1,01-May-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.16,10
15_1,01-May-22,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.6,10
17_3,01-May-22,Food Processing,0.25,10
17_3,01-May-22,Plastic and Rubber,1,10
22_1,01-May-22,Plastic and Rubber,0.2,10
23_3,01-May-22,Food Processing,1.7,10
17_2,01-May-22,Agro based incl Cold Storages,0.2,10
17_3,01-Jun-22,Others,0.24,10
14_5,01-Jun-22,Textiles,0.23,10
18_1,01-Jun-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,10
21_2,01-Jun-22,Pharmaceuticals and Chemicals,0.1,10
15_2,01-Jun-22,Granite and Stone Crushing,0.98,10
15_2,01-Jun-22,Beverages,0.7,10
15_1,01-Jun-22,Wood and Leather,0.8,10
15_3,01-Jun-22,Others,0.1,10
14_2,01-Jun-22,Others,0.7,10
20_4,01-Jun-22,Others,1.23,10
14_3,01-Jul-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.95,10
15_2,01-Jul-22,Granite and Stone Crushing,0.25,10
19_2,01-Jul-22,Food Processing,1,10
18_2,01-Jul-22,Granite and Stone Crushing,0.25,10
21_1,01-Jul-22,Engineering,2.16,10
15_1,01-Jul-22,Food Processing,0.2,10
17_3,01-Jul-22,Granite and Stone Crushing,1.5,10
15_1,01-Jul-22,Wood and Leather,0.2,10
22_2,01-Jul-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.18,10
15_3,01-Jul-22,Pharmaceuticals and Chemicals,6.3,10
14_4,01-Jul-22,Agro based incl Cold Storages,0.4,10
17_1,01-Jul-22,Agro based incl Cold Storages,0.25,10
21_2,01-Jul-22,Others,0.55,10
18_1,01-Aug-22,Others,1.7,10
14_1,01-Aug-22,Paper and Printing,1.04,10
15_2,01-Aug-22,Agro based incl Cold Storages,0.4,10
17_3,01-Aug-22,Granite and Stone Crushing,0.25,10
19_1,01-Aug-22,Agro based incl Cold Storages,1.95,10
15_3,01-Aug-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.95,10
23_3,01-Aug-22,Pharmaceuticals and Chemicals,1.74,10
14_2,01-Aug-22,Textiles,0.72,10
20_1,01-Aug-22,Beverages,0.4,10
17_1,01-Aug-22,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.5,10
22_2,01-Aug-22,Food Processing,0.9,10
15_1,01-Aug-22,Wood and Leather,0.2,10
18_2,01-Aug-22,Engineering,0.1,10
17_2,01-Aug-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5,10
14_4,01-Aug-22,Agro based incl Cold Storages,0.46,10
15_1,01-Aug-22,Textiles,2.28,10
22_1,01-Aug-22,Granite and Stone Crushing,1.86,10
22_1,01-Aug-22,Others,0.25,10
14_3,01-Sep-22,Agro based incl Cold Storages,0.7,10
14_2,01-Sep-22,Textiles,0.42,10
22_1,01-Sep-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.3,10
14_3,01-Sep-22,Pharmaceuticals and Chemicals,0.52,10
23_3,01-Sep-22,Textiles,0.44,10
18_2,01-Sep-22,Food Processing,0.43,10
18_1,01-Sep-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.39,10
20_4,01-Sep-22,Granite and Stone Crushing,1.1,10
15_1,01-Sep-22,Electrical and Electronic Products,0.23,10
17_1,01-Sep-22,Plastic and Rubber,0.1,10
21_7,01-Sep-22,Others,5.2,10
19_1,01-Sep-22,Others,0.24,10
15_3,01-Oct-22,Agro based incl Cold Storages,0.95,10
21_6,01-Oct-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.06,10
23_3,01-Oct-22,Others,0.38,10
14_3,01-Oct-22,Engineering,3.48,10
17_2,01-Oct-22,Agro based incl Cold Storages,0.95,10
15_1,01-Oct-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5,10
19_4,01-Nov-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.12,10
20_3,01-Nov-22,Agro based incl Cold Storages,0.45,10
17_2,01-Nov-22,Wood and Leather,5.72,10
20_1,01-Nov-22,Others,0.32,10
20_4,01-Nov-22,Pharmaceuticals and Chemicals,0.19,10
22_2,01-Nov-22,Food Processing,1.2,10
15_1,01-Nov-22,Pharmaceuticals and Chemicals,0.93,10
15_1,01-Nov-22,Food Processing,20,10
23_3,01-Nov-22,Pharmaceuticals and Chemicals,0.9,10
17_3,01-Nov-22,Pharmaceuticals and Chemicals,14.37,10
14_3,01-Nov-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.95,10
17_2,01-Nov-22,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.95,10
15_1,01-Dec-22,Food Processing,0.24,10
22_1,01-Dec-22,Others,3,10
17_1,01-Dec-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5,10
15_3,01-Dec-22,Granite and Stone Crushing,4.5,10
21_1,01-Dec-22,Granite and Stone Crushing,0.07,10
22_2,01-Dec-22,Others,0.14,10
17_3,01-Dec-22,Wood and Leather,0.25,10
23_3,01-Dec-22,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",10.03,10
15_2,01-Dec-22,Electrical and Electronic Products,3.03,10
15_2,01-Dec-22,Food Processing,1.25,10
20_1,01-Dec-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,10
17_2,01-Dec-22,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",6.99,10
17_2,01-Dec-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.21,10
22_1,01-Dec-22,Wood and Leather,4.51,10
19_4,01-Dec-22,Food Processing,0.92,10
18_1,01-Dec-22,Engineering,0.25,10
18_1,01-Dec-22,Others,1.38,10
21_5,01-Dec-22,Others,0.25,10
14_5,01-Jan-23,Pharmaceuticals and Chemicals,0.4,10
17_1,01-Jan-23,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5,10
15_2,01-Jan-23,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5,10
15_2,01-Jan-23,Food Processing,0.35,10
17_2,01-Jan-23,Others,2.9,10
17_2,01-Jan-23,"Cement, Cement & Concrete Products, Fly Ash Bricks",3.15,10
14_4,01-Jan-23,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.81,10
15_2,01-Jan-23,Paper and Printing,0.2,10
15_1,01-Jan-23,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.27,10
20_1,01-Jan-23,Others,0.25,10
16_1,01-Jan-23,Textiles,0.25,10
17_2,01-Feb-23,R&D,33.78,10
18_2,01-Feb-23,Granite and Stone Crushing,1.6,10
18_1,01-Feb-23,Others,0.9,10
14_1,01-Feb-23,Granite and Stone Crushing,0.2,10
14_1,01-Feb-23,Food Processing,0.87,10
17_2,01-Feb-23,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.94,10
23_3,01-Feb-23,Granite and Stone Crushing,1.25,10
19_2,01-Feb-23,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.16,10
23_3,01-Feb-23,Electrical and Electronic Products,0.31,10
14_5,01-Feb-23,Food Processing,0.06,10
14_2,01-Feb-23,Paper and Printing,0.63,10
20_3,01-Feb-23,Others,0.25,10
15_3,01-Feb-23,Agro based incl Cold Storages,0.65,10
15_2,01-Feb-23,Electrical and Electronic Products,2.33,10
17_3,01-Mar-23,Granite and Stone Crushing,0.25,10
21_3,01-Mar-23,Granite and Stone Crushing,0.09,10
15_3,01-Mar-23,Pharmaceuticals and Chemicals,7.5,10
20_1,01-Mar-23,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.38,10
15_2,01-Mar-23,Plastic and Rubber,2.63,10
19_3,01-Mar-23,Others,0.24,10
19_4,01-Mar-23,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.23,10
17_2,01-Mar-23,Plastic and Rubber,0.15,10
17_2,01-Mar-23,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,10
23_1,01-Mar-23,Engineering,0.05,10
20_4,01-Mar-23,Others,7.75,10
14_2,01-Apr-19,Agro based incl Cold Storages,1.7,9
22_1,01-May-19,Plastic and Rubber,0.2,9
21_5,01-May-19,Agro based incl Cold Storages,0.28,9
18_1,01-May-19,Food Processing,0.02,9
19_3,01-Jun-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,9
22_1,01-Jun-19,Granite and Stone Crushing,0.6,9
21_3,01-Jun-19,Agro based incl Cold Storages,0.31,9
23_1,01-Jun-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.29,9
21_3,01-Jul-19,Agro based incl Cold Storages,0.87,9
23_2,01-Jul-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.35,9
23_2,01-Aug-19,Thermal Power Plant,87,9
23_1,01-Aug-19,Engineering,2.5,9
17_3,01-Aug-19,Food Processing,1.21,9
15_2,01-Sep-19,Wood and Leather,0.15,9
14_4,01-Sep-19,Food Processing,0.9,9
18_1,01-Oct-19,Beverages,0.34,9
14_2,01-Oct-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",4.4,9
18_1,01-Oct-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.23,9
15_2,01-Oct-19,Granite and Stone Crushing,0.2,9
18_1,01-Nov-19,Food Processing,0.26,9
17_2,01-Nov-19,Others,0.31,9
15_2,01-Nov-19,Granite and Stone Crushing,0.25,9
17_3,01-Nov-19,Pharmaceuticals and Chemicals,0.2,9
22_2,01-Nov-19,Agro based incl Cold Storages,0.27,9
19_2,01-Nov-19,Food Processing,0.1,9
15_1,01-Dec-19,Granite and Stone Crushing,0.18,9
23_1,01-Dec-19,Textiles,0.5,9
21_6,01-Dec-19,Food Processing,0.3,9
23_1,01-Jan-20,Agro based incl Cold Storages,0.24,9
15_3,01-Feb-20,Food Processing,0.13,9
22_2,01-Feb-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",1,9
14_4,01-Feb-20,Granite and Stone Crushing,0.64,9
19_2,01-Feb-20,Granite and Stone Crushing,0.1,9
14_2,01-Feb-20,Food Processing,0.96,9
23_2,01-Feb-20,Textiles,0.96,9
14_2,01-Mar-20,Agro based incl Cold Storages,0.36,9
22_1,01-Mar-20,Food Processing,1.34,9
15_3,01-Mar-20,Food Processing,0.2,9
14_2,01-Mar-20,Pharmaceuticals and Chemicals,0.68,9
22_2,01-Mar-20,Agro based incl Cold Storages,0.22,9
22_2,01-May-20,Agro based incl Cold Storages,0.2,9
17_2,01-May-20,Pharmaceuticals and Chemicals,0.05,9
15_1,01-May-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.88,9
20_2,01-May-20,Granite and Stone Crushing,0.1,9
18_2,01-Jun-20,Engineering,0.29,9
18_2,01-Jun-20,Agro based incl Cold Storages,0.22,9
19_3,01-Jun-20,Food Processing,0.34,9
15_1,01-Jun-20,Granite and Stone Crushing,0.98,9
19_1,01-Jul-20,Granite and Stone Crushing,0.1,9
14_1,01-Jul-20,Food Processing,0.41,9
17_3,01-Jul-20,Food Processing,1.49,9
23_2,01-Aug-20,Pharmaceuticals and Chemicals,0.45,9
20_4,01-Aug-20,Agro based incl Cold Storages,0.43,9
21_2,01-Sep-20,Food Processing,1.7,9
14_1,01-Sep-20,Wood and Leather,0.75,9
18_2,01-Sep-20,Wood and Leather,0.29,9
17_3,01-Oct-20,Food Processing,0.1,9
23_2,01-Oct-20,Granite and Stone Crushing,3.2,9
19_4,01-Nov-20,Food Processing,0.11,9
19_2,01-Nov-20,Food Processing,0.13,9
17_1,01-Nov-20,Food Processing,0.2,9
23_1,01-Dec-20,Food Processing,2.53,9
22_1,01-Dec-20,Agro based incl Cold Storages,3.5,9
22_2,01-Dec-20,Agro based incl Cold Storages,0.27,9
15_1,01-Dec-20,Wood and Leather,0.22,9
20_4,01-Dec-20,Engineering,0.28,9
17_2,01-Dec-20,Solar and Other Renewable Energy,42.42,9
23_2,01-Jan-21,Plastic and Rubber,0.3,9
21_5,01-Jan-21,Agro based incl Cold Storages,0.51,9
14_2,01-Jan-21,Textiles,1.33,9
